# Dataplane.org - for operators, by operators
# dnsversion
# 2025-09-30 12:00 - 2025-10-07 12:00
#
# The dnsversion report is free for non-commercial use ONLY.  If you wish
# to discuss commercial use of this service, please contact us at
# info@dataplane.org.  Redistribution of the dnsversion report in whole or
# in part without the express permission of Dataplane.org is expressly
# prohibited.
#
# This report is made possible through the generous support of people
# like you.  Sensor, processing, and distribution systems require
# non-free resources to setup and maintain.  We are always looking for
# financial contributions to help pay the bills and hosting to increase
# visibility.  If you find what we do useful, please consider supporting
# us.
#
# This report is informational.  This is not a block list.  Deriving
# malicious or benign intent for an individual entry in the face of
# NATs, address spoofing, and certain types of Internet activity
# (e.g., surveying research) can be difficult.  The report is provided
# on an as-is basis with no expressed warranty or guarantee of accuracy.
# Use of this data is at your own risk.  If you have questions about
# this report do not hesitate to contact us.
#
# Entries below are records of source IP addresses that have been
# identified as sending DNS CH TXT VERSION.BIND queries.
# Each entry is sorted according to a route originating ASN.  An entry
# for the IP address is listed only once even if there are multiple
# origin AS (MOAS) announcements for the covering prefix.  We use the
# PyASN IP address to ASN mapping service to construct an origin AS
# number and name.  For details about PyASN, see:
#
#   <https://pypi.org/project/pyasn/>.
#
# The report format is as follows:
#
# ASN  |  ASname  |  ipaddr  |  lastseen  |  category
#
# Each field is described below.  Please note any special formatting
# rules to aid in processing this file with automated tools and scripts.
# Blank lines may be present to improve the visual display of this file.
# Lines beginning with a hash ('#') character are comment lines.  All
# other lines are report entries.  Each field is separated by a pipe
# symbol ('|') and at least two whitespace characters on either side.
#
#   ASN        Autonomous system number originating a route for the
#              entry IP address. Note, 4-byte ASNs are supported and
#              will be displayed as a 32-bit integer.  NA is shown if
#              an origin ASN cannot be found.
#
#   ASname     A descriptive network name for the associated ASN.  The
#              name is truncated to 30 characters.  NA is shown if an
#              AS name cannot be found.
#
#   ipaddr     The IPv4 address that is being reported.
#
#   lastseen   A last seen timestamp formatted as YYYY-mm-dd HH:MM:SS
#              in UTC time.
#
#   category   Descriptive tag name for this entry.  For this report,
#              the text dnsversion will appear.
#
# A commented footer section shows an aggregate count of ASNs and
# addresses seen in the current report.
#
174          |  COGENT-174                      |  2.59.22.234      |  2025-10-07 11:31:43  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.205     |  2025-10-06 05:50:20  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.208     |  2025-10-06 11:24:41  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.209     |  2025-10-07 01:41:19  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.210     |  2025-10-03 08:48:35  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.211     |  2025-10-03 23:41:17  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.214     |  2025-10-06 09:34:26  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.216     |  2025-10-03 09:08:19  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.218     |  2025-10-01 06:09:29  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.219     |  2025-10-07 09:31:46  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.221     |  2025-10-02 23:37:47  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.223     |  2025-10-03 01:44:14  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.224     |  2025-10-01 11:55:10  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.225     |  2025-10-01 08:08:52  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.227     |  2025-10-04 07:51:01  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.229     |  2025-10-03 21:40:11  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.233     |  2025-10-04 17:45:46  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.234     |  2025-10-06 18:48:01  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.235     |  2025-10-04 14:01:16  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.237     |  2025-10-03 19:47:29  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.238     |  2025-10-06 03:50:45  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.239     |  2025-10-04 06:41:48  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.240     |  2025-10-07 08:27:20  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.241     |  2025-10-06 20:44:14  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.242     |  2025-10-05 04:48:28  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.243     |  2025-10-07 01:24:54  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.245     |  2025-10-06 05:45:09  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.246     |  2025-10-04 17:44:47  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.247     |  2025-10-04 05:45:25  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.249     |  2025-10-05 18:01:34  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.250     |  2025-10-04 12:42:53  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.252     |  2025-10-06 18:52:13  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.253     |  2025-10-03 03:49:44  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.254     |  2025-10-03 08:28:42  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.10      |  2025-10-02 22:43:26  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.100     |  2025-10-06 19:51:40  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.101     |  2025-10-06 09:48:09  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.102     |  2025-10-03 01:47:24  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.103     |  2025-10-03 15:47:47  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.105     |  2025-10-01 23:51:47  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.107     |  2025-10-05 05:44:37  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.109     |  2025-10-03 04:39:20  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.11      |  2025-10-01 23:38:15  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.110     |  2025-10-04 14:55:27  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.112     |  2025-10-06 17:35:58  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.113     |  2025-10-06 01:01:15  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.114     |  2025-10-06 14:41:35  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.115     |  2025-10-05 17:07:04  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.116     |  2025-10-04 10:46:06  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.117     |  2025-10-03 15:03:03  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.118     |  2025-10-04 14:51:48  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.12      |  2025-10-06 11:33:58  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.120     |  2025-10-03 13:48:52  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.121     |  2025-10-06 12:02:43  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.122     |  2025-10-06 05:48:32  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.125     |  2025-09-30 19:45:43  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.126     |  2025-10-01 11:56:37  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.127     |  2025-10-03 06:33:52  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.14      |  2025-10-07 09:43:45  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.16      |  2025-10-04 14:26:59  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.17      |  2025-10-07 05:40:47  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.2       |  2025-10-02 08:35:06  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.20      |  2025-10-07 03:45:33  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.21      |  2025-10-03 09:39:58  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.23      |  2025-10-06 02:01:07  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.24      |  2025-10-07 05:45:24  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.25      |  2025-10-06 14:52:15  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.26      |  2025-10-01 20:48:21  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.27      |  2025-10-07 02:41:14  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.29      |  2025-10-07 00:40:51  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.30      |  2025-10-01 14:01:28  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.31      |  2025-10-06 19:52:00  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.33      |  2025-10-02 18:39:06  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.34      |  2025-09-30 12:36:08  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.37      |  2025-10-03 17:33:47  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.38      |  2025-10-04 18:30:11  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.39      |  2025-10-04 03:44:25  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.4       |  2025-10-03 09:45:50  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.40      |  2025-10-02 21:43:13  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.43      |  2025-10-07 00:39:43  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.44      |  2025-10-06 23:29:29  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.46      |  2025-10-02 05:17:50  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.48      |  2025-10-05 18:32:14  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.5       |  2025-10-06 14:48:52  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.51      |  2025-10-06 16:43:46  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.52      |  2025-10-03 17:47:46  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.53      |  2025-10-02 02:17:34  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.54      |  2025-10-06 13:48:44  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.55      |  2025-10-05 21:32:38  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.58      |  2025-10-06 14:43:00  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.59      |  2025-10-06 14:44:11  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.60      |  2025-10-05 21:22:42  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.61      |  2025-10-04 11:31:54  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.62      |  2025-10-04 17:40:22  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.63      |  2025-10-05 06:55:32  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.64      |  2025-10-04 14:05:24  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.65      |  2025-10-03 09:31:50  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.66      |  2025-10-06 02:09:24  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.67      |  2025-10-07 00:50:56  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.68      |  2025-10-06 13:49:25  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.69      |  2025-10-01 11:12:46  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.70      |  2025-10-05 06:47:46  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.71      |  2025-10-04 11:48:18  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.72      |  2025-10-03 08:36:19  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.73      |  2025-10-06 04:29:01  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.74      |  2025-09-30 23:47:52  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.75      |  2025-10-06 06:42:23  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.76      |  2025-09-30 15:40:25  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.77      |  2025-10-03 08:43:24  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.78      |  2025-10-03 03:27:18  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.79      |  2025-09-30 16:25:20  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.8       |  2025-10-05 05:47:56  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.80      |  2025-10-07 09:35:39  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.81      |  2025-10-04 10:29:44  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.82      |  2025-09-30 14:22:24  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.83      |  2025-10-02 01:54:42  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.84      |  2025-10-05 00:41:19  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.85      |  2025-10-06 11:46:50  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.86      |  2025-10-05 05:46:58  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.87      |  2025-10-06 22:30:47  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.89      |  2025-10-02 01:14:31  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.9       |  2025-10-06 03:26:18  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.90      |  2025-09-30 21:46:16  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.91      |  2025-10-03 12:04:26  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.93      |  2025-10-05 01:45:34  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.95      |  2025-10-03 17:32:41  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.96      |  2025-10-04 18:36:17  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.26.97      |  2025-09-30 21:43:05  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.10       |  2025-10-05 17:08:11  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.100      |  2025-10-05 21:22:46  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.101      |  2025-10-02 13:54:06  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.102      |  2025-10-06 09:44:41  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.103      |  2025-10-02 05:45:11  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.104      |  2025-10-06 09:41:23  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.105      |  2025-10-03 06:46:01  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.106      |  2025-10-02 07:47:49  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.108      |  2025-10-06 08:45:52  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.109      |  2025-10-01 13:51:08  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.11       |  2025-10-06 00:24:44  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.111      |  2025-10-03 03:32:28  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.112      |  2025-10-05 14:40:54  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.113      |  2025-10-03 01:36:06  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.116      |  2025-10-07 06:49:18  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.119      |  2025-10-06 10:42:07  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.12       |  2025-09-30 21:46:05  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.120      |  2025-10-04 17:27:06  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.124      |  2025-10-07 04:43:14  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.126      |  2025-10-03 22:39:36  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.13       |  2025-10-06 19:44:43  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.16       |  2025-10-07 10:35:59  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.18       |  2025-10-07 06:41:51  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.19       |  2025-09-30 14:42:52  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.2        |  2025-10-06 18:43:08  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.20       |  2025-10-06 08:55:11  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.21       |  2025-10-04 12:47:31  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.22       |  2025-10-04 07:43:25  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.23       |  2025-10-06 08:31:43  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.24       |  2025-10-04 10:38:17  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.25       |  2025-10-06 01:43:09  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.26       |  2025-10-02 00:46:06  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.27       |  2025-10-07 05:41:16  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.28       |  2025-10-06 17:38:48  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.29       |  2025-10-02 20:44:35  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.3        |  2025-10-02 01:30:49  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.30       |  2025-10-04 14:04:38  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.31       |  2025-10-03 04:30:38  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.33       |  2025-10-07 04:23:46  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.5.34       |  2025-10-06 01:34:24  |  dnsversion
